id,text,health
685,life assurance implementing powers conferred on the commission vote,NO
686,insider dealing and market manipulation implementing powers conferred on the commission vote,NO
687,markets in financial instruments implementing powers conferred on the commission vote,NO
688,prospectus on securities implementing powers conferred on the commission vote,NO
689,report michael cashman,NO
690,placing on the market of biocidal products implementing powers conferred on the commission vote,NO
691,statutory audit of annual accounts and consolidated accounts implementing powers conferred on the commission vote,NO
692,international accounting standards implementing powers conferred on the commission vote,NO
693,report philip bradbourn,NO
694,1 benzylpiperazine bzp vote,NO
695,international accounting standards ifrs 8 vote,NO
696,application of the international accounting standards vote,NO
697,report on the deliberations of the committee on petitions during the year 2006 vote,NO
698,report carlos josé iturgaiz angulo,NO
699,the sitting was closed at 11.30 p.m.,NO
700,quarterly statistics on community job vacancies vote,NO
701,athanasiu report,NO
702,full application of the schengen acquis vote,NO
703,coelho report,NO
704,recovery plan for bluefin tuna in the eastern atlantic and the mediterranean vote,NO
705,braghetto report,NO
706,application of the schengen acquis vote,NO
707,situations of fragility vote,NO
708,the sitting was suspended at 1.20 p.m. and resumed at 3 p.m.,NO
709,christian communities in the middle east vote,NO
710,el joint motion for a resolution β6 0449 / 2007,NO
711,uzbekistan vote,NO
712,el joint motion for a resolution β6 0451 / 2007,NO
713,after the vote on the first motion for a resolution,NO
714,"madam president , I could not vote in time .",NO
715,please put my vote in favour .,NO
716,somalia vote,NO
717,el joint motion for a resolution β6 0454 / 2007,NO
718,proclamation of consensus on humanitarian aid motions for resolutions tabled see minutes,NO
719,situation in georgia motions for resolutions tabled see minutes,NO
720,closure of the sitting,NO
721,the sitting closed at 00.05 .,NO
722,electro medical equipment used in veterinary medicine vote,YES
723,report arlene mccarthy,NO
724,amendment of directive 2003 / 54 / ec as regards estonia vote,NO
725,agreement between the ec and egypt on scientific and technological cooperation vote,NO
726,report jo leinen,NO
727,macro financial assistance for lebanon vote,NO
728,report kader arif,NO
729,european supervision order in pre trial procedures vote,NO
730,report ioannis varvitsiotis,NO
731,"treatment of questions referred for a preliminary ruling concerning the area of freedom , security and justice vote",NO
732,immunity and privileges of renato brunetta vote,NO
733,report aloyzas sakalas,NO
734,coordination of certain of the member statesprovisions on television broadcasting vote,NO
735,report ruth hieronymi,NO
736,amendment of directive 2004 / 49 / ec on safety on the community's railways vote,NO
737,report paolo costa,NO
738,amendment of regulation ec no 881 / 2004 establishing a european railway agency vote,NO
739,genetically modified food and feed implementing powers conferred on the commission vote,NO
740,report karin scheele,NO
741,appointment of a member of the court of auditors david bostock vote,NO
742,report inés ayala sender,NO
743,appointment of a member of the court of auditors michel cretin vote,NO
744,appointment of a member of the court of auditors maarten b. engwirda vote,NO
745,appointment of a member of the court of auditors henri grethen vote,NO
746,appointment of a member of the court of auditors harald noack vote,NO
747,appointment of a member of the court of auditors ioannis sarmas vote,NO
748,appointment of a member of the court of auditors hubert weber vote,NO
749,proclamation of consensus on humanitarian aid vote,NO
750,a renewed eu tourism policy towards a stronger partnership for european tourism vote,NO
751,advancing african agriculture proposal for agricultural development and food security in africa,NO
752,report luisa morgantini,NO
753,the sitting was closed at 12.20 p.m.,NO
754,referral back to committee for reconsideration of amendments tabled in plenary rule 156 see minutes,NO
755,request for urgent procedure see minutes,NO
756,fight against terrorism motions for resolutions tabled see minutes,NO
757,the sitting was closed at 10.30 p.m.,NO
758,commission legislative and work programme for 2008 motions for resolutions tabled see minutes,NO
759,economic partnership agreements motions for resolutions tabled see minutes,NO
760,"ec / morocco agreement air services , protocol following the accession of bulgaria and romania vote",NO
761,rural development adapting annex viii to the act of accession of bulgaria and romania vote,NO
762,report neil parish,NO
763,monitoring of exports of agricultural products receiving refunds or other amounts vote,NO
764,report herbert bösch,NO
765,wheeled agricultural or forestry tractors coupling device and reverse codified version vote,NO
766,report hans peter mayer,NO
767,non automatic weighing instruments codified version vote,NO
768,radioactive contamination of foodstuffs and of feedingstuffs codified version vote,NO
769,minimum standards for the protection of calves codified version vote,NO
770,the artemis joint undertaking vote,NO
771,report gianni de michelis,NO
772,the eniac joint undertaking vote,NO
773,the innovative medicines initiative joint undertaking vote,YES
774,report françoise grossetête,NO
775,the clean sky joint undertaking vote,NO
776,report lena ek,NO
777,draft amending budget no 7 / 2007 vote,NO
778,electronic customs and trade vote,NO
779,report christopher heaton harris,NO
780,protection and conservation of the marine environment marine strategy directive vote,NO
781,air pollution ambient air quality and cleaner air for europe vote,NO
782,report holger krahmer,NO
783,the interoperability of the community rail system recast vote,NO
784,report josu ortuondo larrea,NO
785,the sitting was suspended at 12.40 p.m. and resumed at 3 p.m.,NO
786,ec / morocco agreement euro mediterranean aviation agreement vote,NO
787,report johannes blokland,NO
788,"ec / morocco agreement euro mediterranean aviation agreement , protocol following the accession of bulgaria and romania vote",NO
789,mobilisation of the flexibility instrument vote,NO
790,amending the iia multiannual financial framework vote,NO
791,information provision and promotion measures for agricultural products vote,NO
792,report bogdan golik,NO
793,european aviation safety agency vote,NO
794,legal protection of designs vote,NO
795,report giuseppe castiglione,NO
796,indirect taxes on the raising of capital vote,NO
797,report werner langen,NO
798,commission legislative and work programme for 2008 vote,NO
799,motion for resolution,NO
800,economic partnership agreements vote,NO
801,european contract law vote,NO
802,voting time continuation,NO
803,corrections to votes see minutes,NO
804,approval of the minutes see minutes,NO
805,tenth anniversary of the mine ban treaty ottawa convention motions for resolutions tabled see minutes,NO
806,draft general budget 2008 as modified by the council all sections vote,NO
807,"report kyösti virrankoski , ville itälä",NO
808,ec / montenegro stabilisation and association agreement vote,NO
809,recommendation marcello vernola,NO
810,cooperation between the fundamental rights agency and the council of europe vote,NO
811,report adamos adamou,NO
812,ovine and caprine animals electronic identification vote,NO
813,report friedrich wilhelm graefe zu baringdorf,NO
814,maintenance obligations vote,NO
815,10th anniversary of the mine ban treaty ottawa convention vote,NO
816,motion for a resolution b6 0518 / 2207,NO
817,combating the rise of extremism in europe vote,NO
818,montenegro vote,NO
819,shipwrecks in the sea of asov / black sea and the subsequent oil pollution vote,NO
820,deposit guarantee schemes vote,NO
821,report christian ehler,NO
822,economic and trade relations with korea vote,NO
823,eastern chad vote,NO
824,women's rights in saudi arabia vote,NO
825,the session begins at 9.00,NO
826,1 .,NO
831,the sitting was closed at 23.05,NO
832,the sitting was closed at 11.50 p.m.,NO
833,"second internet governance forum , held in rio de janeiro from 12 to 15 november 2007 vote",NO
