id,text,gloss,health
3576,"it damages the nervous system and causes serious damage to internal organs , which can directly lead to death .","X-IT DAMAGE DESC-NERVOUS SYSTEM AND CAUSE DESC-SERIOUS DAMAGE TO DESC-INTERNAL ORGAN , WHICH CAN DESC-DIRECTLY LEAD TO DEATH .",NO
3577,it also alarming that there have been deaths linked to dichloromethane poisoning .,X-IT DESC-ALSO DESC-ALARMING THAT DESC-RE HAVE BE DEATH LINK TO DICHLOROMETHANE POISONING .,NO
3589,what conditions do those working in that factory ship experience ?,WHAT CONDITION DO THOSE WORK IN THAT FACTORY SHIP EXPERIENCE ?,NO
3991,"nowhere is that more important than in medical science , and that goes , too , for mental health .","DESC-NOWHERE BE THAT MORE DESC-IMPORTANT THAN IN DESC-MEDICAL SCIENCE , AND THAT GO , DESC-TOO , FOR DESC-MENTAL HEALTH .",NO
3997,and finally I would like to wish president vaclav havel a rapid recovery from his recent operation .,AND DESC-FINALLY X-I WOULD LIKE TO WISH PRESIDENT VACLAV HAVEL DESC-RAPID RECOVERY FROM X-HE DESC-RECENT OPERATION .,YES
4033,"the question of smuggling people , drugs and children , child trafficking and the like .","QUESTION SMUGGLING PEOPLE , DRUG AND CHILD , CHILD TRAFFICKING AND LIKE .",NO
4041,václav havel is gravely ill and has been hospitalised .,Và`CLAV HAVEL BE DESC-GRAVELY DESC-ILL AND HAVE BE HOSPITALISE .,YES
4193,i suggest that this report could have done more for areas of disability that need more work .,X-I SUGGEST THAT THIS REPORT COULD HAVE DO MORE FOR AREA DISABILITY THAT NEED MORE WORK .,NO
4253,the protection of human health must prevail over industrial interests .,PROTECTION DESC-HUMAN HEALTH MUST PREVAIL OVER DESC-INDUSTRIAL INTEREST .,NO
4254,this substance is classified as a category 3 carcinogenic agent .,THIS SUBSTANCE BE CLASSIFY AS CATEGORY 3 DESC-CARCINOGENIC AGENT .,NO
4261,every year in the 27 member states approximately 1 200 000 human beings are destroyed in deliberate abortions .,EVERY YEAR IN 27 MEMBER STATE DESC-APPROXIMATELY 1 200 000 DESC-HUMAN BE BE DESTROY IN DESC-DELIBERATE ABORTION .,NO
4344,"as it is , the eu has no current competence in health matters , nor should it seek them .","AS X-IT BE , EU HAVE NO DESC-CURRENT COMPETENCE IN HEALTH MATTER , NOR SHOULD X-IT SEEK X-Y .",NO
4403,"over 4 200 palestinians have been injured , according to the office for the coordination of humanitarian affairs .","OVER 4 200 PALESTINIAN HAVE BE INJURE , ACCORD TO OFFICE FOR COORDINATION DESC-HUMANITARIAN AFFAIR .",NO
4404,"therefore , providing drinking water is of the utmost necessity .","DESC-REFORE , PROVIDE DRINKING WATER BE DESC-UTMOST NECESSITY .",NO
4783,"palestinians need urgent access to food , medical aid and security .","PALESTINIAN NEED DESC-URGENT ACCESS TO FOOD , DESC-MEDICAL AID AND SECURITY .",NO
4920,"our group , the ppe de group , has supported this idea from the very beginning .","X-WE GROUP , PPE DE GROUP , HAVE SUPPORT THIS IDEA FROM DESC-VERY BEGIN .",NO
4965,agreeing a level of how many dayssupply constitutes a reasonable reserve would be a good start .,AGREE LEVEL HOW DESC-MANY DESC-DAYSSUPPLY CONSTITUTE DESC-REASONABLE RESERVE WOULD BE DESC-GOOD START .,NO
5281,"quality of life also means , however , healthy food .","QUALITY LIFE DESC-ALSO MEAN , DESC-HOWEVER , DESC-HEALTHY FOOD .",NO
5561,we are all aware of the carnage that occurred in srebrenica in 199a bosnian court heard last month from psychologists about how survivors of the srebrenica massacre are intensely traumatised .,X-WE BE ALL DESC-AWARE CARNAGE THAT OCCUR IN SREBRENICA IN 199A BOSNIAN COURT HEAR DESC-LAST MONTH FROM PSYCHOLOGIST ABOUT HOW SURVIVOR SREBRENICA MASSACRE BE DESC-INTENSELY TRAUMATISE .,NO
5721,"mr president , has the commission considered the human health implications of poor implementation of animal welfare regulations ?","MR PRESIDENT , HAVE COMMISSION CONSIDER DESC-HUMAN HEALTH IMPLICATION DESC-POOR IMPLEMENTATION ANIMAL WELFARE REGULATION ?",NO
5722,that would be in the interests of animal welfare and of human health .,THAT WOULD BE IN INTEREST ANIMAL WELFARE AND DESC-HUMAN HEALTH .,NO
5734,i should also like to see the food and veterinary office step up its monitoring efforts .,X-I SHOULD DESC-ALSO LIKE TO SEE FOOD AND DESC-VETERINARY OFFICE STEP DESC-UP X-ITS MONITORING EFFORT .,NO
5759,ro animal experiments represent an important stage in biological and medical research .,RO ANIMAL EXPERIMENT REPRESENT DESC-IMPORTANT STAGE IN DESC-BIOLOGICAL AND DESC-MEDICAL RESEARCH .,NO
5761,this care requires ..,. CARE REQUIRE .,NO
5786,mediterranean diet debate,MEDITERRANEAN DIET DEBATE,NO
5787,the mediterranean diet is a very good one .,MEDITERRANEAN DIET BE DESC-VERY DESC-GOOD ONE .,NO
5788,what is the mediterranean diet ?,WHAT BE MEDITERRANEAN DIET ?,NO
5789,recent medical research has also suggested it may help cut the risk of conditions such as dementia .,DESC-RECENT DESC-MEDICAL RESEARCH HAVE DESC-ALSO SUGGEST X-IT MAY HELP CUT RISK CONDITION DESC-SUCH AS DEMENTIA .,NO
5791,"the commission welcomes this initiative , as it can help to encourage healthy eating habits throughout the eu .","COMMISSION DESC-WELCOME THIS INITIATIVE , AS X-IT CAN HELP TO ENCOURAGE DESC-HEALTHY EAT HABIT THROUGHOUT EU .",NO
5792,"we in europe would do well to draw attention to the healthiest diet , namely the mediterranean diet .","X-WE IN EUROPE WOULD DO DESC-WELL TO DRAW ATTENTION TO DESC-HEALTHIEST DIET , DESC-NAMELY MEDITERRANEAN DIET .",NO
5795,"firstly , the health of the world's population will decline .","DESC-FIRSTLY , HEALTH WORLD X-POSS POPULATION WILL DECLINE .",NO
5800,the international scientific community assures us that the consumption of such produce significantly reduces mortality rates .,DESC-INTERNATIONAL DESC-SCIENTIFIC COMMUNITY ASSURE X-WE THAT CONSUMPTION DESC-SUCH PRODUCE DESC-SIGNIFICANTLY REDUCE MORTALITY RATE .,NO
5801,"however , the number of people who maintain these healthy dietary habits has been falling .","DESC-HOWEVER , NUMBER PEOPLE WHO MAINTAIN SE DESC-HEALTHY DIETARY HABIT HAVE BE FALL .",NO
5804,the mediterranean diet achieves this in full .,MEDITERRANEAN DIET ACHIEVE THIS IN DESC-FULL .,NO
5807,the healthy basis of the diet is also undeniable .,DESC-HEALTHY BASIS DIET BE DESC-ALSO DESC-UNDENIABLE .,NO
5808,the commission's white paper on obesity identified the mediterranean diet as an excellent natural medicine .,COMMISSION X-POSS DESC-WHITE PAPER ON OBESITY IDENTIFY MEDITERRANEAN DIET AS DESC-EXCELLENT DESC-NATURAL MEDICINE .,NO
5813,pl the mediterranean diet also deserves to be protected and promoted for other reasons .,PL MEDITERRANEAN DIET DESC-ALSO DESERVE TO BE PROTECT AND PROMOTE FOR DESC-OR REASON .,NO
5814,over half of the population of the european union are overweight .,OVER HALF POPULATION EUROPEAN UNION BE DESC-OVERWEIGHT .,NO
5815,as many as 15 % are obese .,AS DESC-MANY AS 15 % BE OBESE .,NO
5819,"mr president , diet is known to be an important contributor to good health .","MR PRESIDENT , DIET BE KNOW TO BE DESC-IMPORTANT CONTRIBUTOR TO DESC-GOOD HEALTH .",NO
5820,good diet is especially important in children .,DESC-GOOD DIET BE DESC-ESPECIALLY DESC-IMPORTANT IN CHILD .,NO
5823,"the mediterranean diet brings us health and the joy of living , and also prevents excessive weight gain .","MEDITERRANEAN DIET BRING X-WE HEALTH AND JOY LIVE , AND DESC-ALSO PREVENT DESC-EXCESSIVE WEIGHT GAIN .",NO
6040,i would also like to draw your attention to the repression and harassment of doctors involved in aids research .,X-I WOULD DESC-ALSO LIKE TO DRAW X-YOU ATTENTION TO REPRESSION AND HARASSMENT DOCTOR INVOLVE IN AID RESEARCH .,NO
6164,handicapped citizens cannot use these cards in all eu member states .,HANDICAPPED CITIZEN CAN DESC-NOT USE SE CARD IN ALL EU MEMBER STATE .,NO
6219,there is also a substantial amount of infected pigmeat at one plant .,DESC-RE BE DESC-ALSO DESC-SUBSTANTIAL AMOUNT DESC-INFECTED PIGMEAT AT ONE PLANT .,NO
6911,i must particularly emphasise the objective of creating a care policy that is balanced between the genders .,X-I MUST DESC-PARTICULARLY EMPHASISE OBJECTIVE CREATE CARE POLICY THAT BE BALANCE BETWEEN GENDER .,NO
6960,"eighty per cent were female , and child abuse domains totalled more than 3 000 .","EIGHTY PER CENT BE FEMALE , AND CHILD ABUSE DOMAIN TOTAL MORE THAN 3 000 .",NO
7024,prophylactic and preventative measures are needed in this area .,PROPHYLACTIC AND DESC-PREVENTATIVE MEASURE BE NEED IN THIS AREA .,NO
7055,"secondly , the provision on overriding professional confidentiality would need to be worked out in more detail .","DESC-SECONDLY , PROVISION ON OVERRIDE DESC-PROFESSIONAL CONFIDENTIALITY WOULD NEED TO BE WORK OUT IN MORE DETAIL .",NO
7090,what often seems to be a game can lead to lifelong psychological damage .,WHAT DESC-OFTEN SEEM TO BE GAME CAN LEAD TO DESC-LIFELONG DESC-PSYCHOLOGICAL DAMAGE .,NO
7247,"furthermore , unregistered workers do not benefit from health insurance or pension rights .","DESC-FURRMORE , DESC-UNREGISTERED WORKER DO DESC-NOT BENEFIT FROM HEALTH INSURANCE OR PENSION RIGHTS .",NO
7367,"today it is men , too , who push prams and care for children in hospital .","TODAY X-IT BE MAN , DESC-TOO , WHO PUSH PRAM AND CARE FOR CHILD IN HOSPITAL .",NO
7377,"work of a nursing , caring , educating and teaching nature should be properly valued .","WORK NURSING , CARE , EDUCATE AND TEACH NATURE SHOULD BE DESC-PROPERLY VALUE .",NO
7391,"i would like to see included also other cutting edge fields , such as stem cell research .","X-I WOULD LIKE TO SEE INCLUDE DESC-ALSO DESC-OR CUT EDGE FIELD , DESC-SUCH AS STEM CELL RESEARCH .",NO
7476,"europe needs to make technical improvements in many areas , such as health , sustainable growth and security .","EUROPE NEED TO MAKE DESC-TECHNICAL IMPROVEMENT IN DESC-MANY AREA , DESC-SUCH AS HEALTH , DESC-SUSTAINABLE GROWTH AND SECURITY .",NO
7593,these are crimes that should have tough criminal penalties or extensive reliable care if the perpetrator is mentally ill .,SE BE CRIME THAT SHOULD HAVE DESC-TOUGH DESC-CRIMINAL PENALTY OR DESC-EXTENSIVE DESC-RELIABLE CARE IF PERPETRATOR BE DESC-MENTALLY DESC-ILL .,NO
7605,"nothing is more important than the health , wellbeing and future of our children .","NOTHING BE MORE DESC-IMPORTANT THAN HEALTH , WELLBEING AND FUTURE X-WE CHILD .",NO
8222,you talk about the needs of an ageing population .,X-YOU TALK ABOUT NEED AGEING POPULATION .,NO
8227,"finally , carers work they are unpaid workers .","DESC-FINALLY , CARER WORK X-Y BE DESC-UNPAID WORKER .",NO
8239,"very often , in economically difficult times , young people unfortunately get into drug abuse .","DESC-VERY DESC-OFTEN , IN DESC-ECONOMICALLY DESC-DIFFICULT TIME , DESC-YOUNG PEOPLE DESC-UNFORTUNATELY GET INTO DRUG ABUSE .",NO
8360,"cultural and linguistic diversity must be preserved , as it is the basis for a healthily functioning union .","DESC-CULTURAL AND LINGUISTIC DIVERSITY MUST BE PRESERVE , AS X-IT BE BASIS FOR DESC-HEALTHILY FUNCTION UNION .",NO
8545,contraception must be available for all .,CONTRACEPTION MUST BE DESC-AVAILABLE FOR ALL .,NO
8546,women must have control over their reproductive lives it is so preferable to the alternative of unsafe abortion .,WOMAN MUST HAVE CONTROL OVER X-Y DESC-REPRODUCTIVE LIFE X-IT BE DESC-SO DESC-PREFERABLE TO ALTERNATIVE DESC-UNSAFE ABORTION .,NO
8619,i may be wrong about the possible flu pandemic .,X-I MAY BE DESC-WRONG ABOUT DESC-POSSIBLE FLU PANDEMIC .,NO
8857,priorities in the fight against alzheimer's disease written declaration see minutes,PRIORITY IN FIGHT AGAINST ALZHEIMER X-POSS DISEASE WRITE DECLARATION SEE MINUTE,NO
8987,a low birth rate and longer average life expectancy mean that our society is ageing .,DESC-LOW BIRTH RATE AND DESC-LONGER AVERAGE LIFE EXPECTANCY MEAN THAT X-WE SOCIETY BE AGEING .,NO
9514,they need to be harmonised at european union level in order to avoid the effects of unhealthy competition .,X-Y NEED TO BE HARMONISE AT EUROPEAN UNION LEVEL IN ORDER TO AVOID EFFECT DESC-UNHEALTHY COMPETITION .,NO
9747,subject tobacco control and smoking cessation,SUBJECT TOBACCO CONTROL AND SMOKING CESSATION,NO
9757,"i am anti smoking , not anti smokers .","X-I BE ANTI SMOKING , DESC-NOT ANTI SMOKER .",NO
9758,we all agree they need all the help they can get nicotine replacement therapies etc .,X-WE ALL AGREE X-Y NEED ALL HELP X-Y CAN GET NICOTINE REPLACEMENT RAPY ETC .,NO
9781,the 2003 heatwave claimed tens of thousands of lives .,2003 HEATWAVE CLAIM TEN THOUSAND LIFE .,NO
9820,we can see a need for a european agricultural insurance fund against climate and health risks .,X-WE CAN SEE NEED FOR EUROPEAN DESC-AGRICULTURAL INSURANCE FUND AGAINST CLIMATE AND HEALTH RISK .,NO
9853,"they just allowed people to die , week after week .","X-Y DESC-JUST ALLOW PEOPLE TO DIE , WEEK AFTER WEEK .",NO
9887,this is the most recent scandal in relation to food risks .,THIS BE MOST DESC-RECENT SCANDAL IN RELATION TO FOOD RISK .,NO
9935,"however , open fires and cigarette smoke are far greater sources to a far greater number of people .","DESC-HOWEVER , DESC-OPEN FIRE AND CIGARETTE SMOKE BE DESC-FAR DESC-GREATER SOURCE TO DESC-FAR DESC-GREATER NUMBER PEOPLE .",NO
9991,"everything that is on the label , such as energy , protein , and suchlike , is valuable information .","EVERYTHING THAT BE ON LABEL , DESC-SUCH AS ENERGY , PROTEIN , AND SUCHLIKE , BE DESC-VALUABLE INFORMATION .",NO
9994,"several months ago in this chamber , we debated the increasing numbers of obese people in europe .","DESC-SEVERAL MONTH DESC-AGO IN THIS CHAMBER , X-WE DEBATE INCREASE NUMBER OBESE PEOPLE IN EUROPE .",NO
10008,"however , today we are told that the junk food era is over .","DESC-HOWEVER , TODAY X-WE BE TELL THAT JUNK FOOD ERA BE OVER .",NO
10033,"needless to say , public and animal health should be at the heart of cattle feed legislation .","NEEDLESS TO SAY , PUBLIC AND ANIMAL HEALTH SHOULD BE AT HEART CATTLE FEED LEGISLATION .",NO
10044,we should remember bse and the results of adding meat and bone meal to animal feeds .,X-WE SHOULD REMEMBER BSE AND RESULT ADD MEAT AND BONE MEAL TO ANIMAL FEED .,NO
10050,we ought to ask why the monitoring system did not function correctly and why the contamination arose .,X-WE OUGHT TO ASK WHY MONITORING SYSTEM DO DESC-NOT FUNCTION DESC-CORRECTLY AND WHY CONTAMINATION ARISE .,NO
10102,information on food labels is insufficient .,INFORMATION ON FOOD LABEL BE DESC-INSUFFICIENT .,NO
10107,consumers need to recognise community products and know why they are healthier than others .,CONSUMER NEED TO RECOGNIZE COMMUNITY PRODUCT AND KNOW WHY X-Y BE HEALTHIER THAN DESC-OR .,NO
10128,what we should be doing is promoting quality food .,WHAT X-WE SHOULD BE DO BE PROMOTE QUALITY FOOD .,NO
10291,the prosperity and health of the 23 million citizens of taiwan should not be held hostage for political purposes .,PROSPERITY AND HEALTH 23 MILLION CITIZEN TAIWAN SHOULD DESC-NOT BE HOLD HOSTAGE FOR DESC-POLITICAL PURPOSE .,NO
10311,"a hospital has even come under fire and , according to humanitarian organisations , the overall situation is disastrous .","HOSPITAL HAVE DESC-EVEN COME UNDER FIRE AND , ACCORD TO DESC-HUMANITARIAN ORGANIZATION , DESC-OVERALL SITUATION BE DESC-DISASTROUS .",NO
10327,vote for this text and you are condoning attacks on hospitals and ignoring allegations of war crimes .,VOTE FOR THIS TEXT AND X-YOU BE CONDONE ATTACK ON HOSPITAL AND IGNORE ALLEGATION WAR CRIME .,NO
10336,there were around 500 people in the hospital at the time it was bombarded by artillery .,DESC-RE BE AROUND 500 PEOPLE IN HOSPITAL AT TIME X-IT BE BOMBARD BY ARTILLERY .,NO
10337,"according to the international red cross , the shells hit the paediatric department .","ACCORD TO DESC-INTERNATIONAL RED CROSS , SHELL HIT PAEDIATRIC DEPARTMENT .",NO
10347,there is a lack of medical care and of food .,DESC-RE BE LACK DESC-MEDICAL CARE AND FOOD .,NO
10364,no hospital has been bombed .,NO HOSPITAL HAVE BE BOMB .,NO
10402,there are ongoing reports of the treatment of burmese refugees who enter malaysia .,DESC-RE BE DESC-ONGOING REPORT TREATMENT BURMESE REFUGEE WHO ENTER MALAYSIUM .,NO
10570,the hospitals can no longer operate properly .,HOSPITAL CAN NO DESC-LONGER OPERATE DESC-PROPERLY .,NO
10624,isolation has led only to despair .,ISOLATION HAVE LEAD DESC-ONLY TO DESPAIR .,NO
10650,"we saw schools , factories , homes and a hospital deliberately attacked .","X-WE SEE SCHOOL , FACTORY , HOME AND HOSPITAL DESC-DELIBERATELY ATTACK .",NO
10671,i myself know what it is like to have a healthy child become disabled .,X-I X-MYSELF KNOW WHAT X-IT BE LIKE TO HAVE DESC-HEALTHY CHILD BECOME DESC-DISABLED .,YES
11006,"however , we will try to reinforce the early prevention side in the future .","DESC-HOWEVER , X-WE WILL TRY TO REINFORCE DESC-EARLY PREVENTION SIDE IN FUTURE .",NO
11012,yes .,DESC-YES .,YES
11237,"not only is this an example of inaccurate labelling , it is potentially dangerous for human health .","DESC-NOT DESC-ONLY BE THIS EXAMPLE DESC-INACCURATE LABEL , X-IT BE DESC-POTENTIALLY DESC-DANGEROUS FOR DESC-HUMAN HEALTH .",NO
11261,it can pick you up but it is addictive and leads to economic death .,X-IT CAN PICK X-YOU DESC-UP BUT IT BE DESC-ADDICTIVE AND LEAD TO DESC-ECONOMIC DEATH .,NO
11266,i therefore support the idea of setting up a european health literacy network .,X-I DESC-REFORE SUPPORT IDEA SET DESC-UP EUROPEAN HEALTH LITERACY NETWORK .,NO
11267,"we have all been patients at some point , and we never know when it will happen again .","X-WE HAVE ALL BE PATIENT AT SOME POINT , AND X-WE DESC-NEVER KNOW WHEN X-IT WILL HAPPEN DESC-AGAIN .",NO
